Εικόνα 1,Εικόνα 2,L1,L2
testflowers\daisies_00008.jpg,testflowers\daisies_00009.jpg,0.8615963745117188,0.07805986512215252
testflowers\daisies_00008.jpg,testflowers\daisies_00010.jpg,1.0704904513888889,0.273364498542332
testflowers\daisies_00008.jpg,testflowers\daisies_00011.jpg,1.401916149251755,0.11884279075217324
testflowers\daisies_00008.jpg,testflowers\daisies_00012.jpg,0.692068142361111,0.05764996807236337
testflowers\daisies_00009.jpg,testflowers\bougainvillea_00002.jpg,1.3356703404351127,0.10601497293760918
testflowers\daisies_00009.jpg,testflowers\bougainvillea_00003.jpg,1.121696317997685,0.08738510713496547
testflowers\daisies_00009.jpg,testflowers\bougainvillea_00004.jpg,1.1796423024406766,0.11145492691793484
testflowers\daisies_00009.jpg,testflowers\bougainvillea_00005.jpg,0.9209480224609375,0.0730402282558905
testflowers\daisies_00009.jpg,testflowers\bougainvillea_00006.jpg,0.9249531951807625,0.13234765999181425
testflowers\daisies_00009.jpg,testflowers\daisies_00008.jpg,0.8615963745117188,0.07805986512215252
testflowers\daisies_00009.jpg,testflowers\daisies_00010.jpg,0.9983042399088542,0.27963353354120757
testflowers\daisies_00009.jpg,testflowers\daisies_00011.jpg,1.288913428567345,0.12173106535494305
testflowers\daisies_00009.jpg,testflowers\daisies_00012.jpg,0.7616962009006076,0.07229974941872665
testflowers\daisies_00010.jpg,testflowers\bougainvillea_00002.jpg,1.4341249963938443,0.2891616700264244
testflowers\daisies_00010.jpg,testflowers\bougainvillea_00003.jpg,1.3997417824074074,0.2850997390769267
testflowers\daisies_00010.jpg,testflowers\bougainvillea_00004.jpg,1.1387650504401896,0.2744546035462683
testflowers\daisies_00010.jpg,testflowers\bougainvillea_00005.jpg,1.1790134548611113,0.28165734214106564
testflowers\daisies_00010.jpg,testflowers\bougainvillea_00006.jpg,1.1298855172938707,0.2966923945665977
testflowers\daisies_00010.jpg,testflowers\daisies_00008.jpg,1.0704904513888889,0.273364498542332
testflowers\daisies_00010.jpg,testflowers\daisies_00009.jpg,0.9983042399088542,0.27963353354120757
testflowers\daisies_00010.jpg,testflowers\daisies_00011.jpg,1.3670107242344756,0.2931642678136685
testflowers\daisies_00010.jpg,testflowers\daisies_00012.jpg,1.1481032986111113,0.28061956570979385
testflowers\daisies_00011.jpg,testflowers\bougainvillea_00002.jpg,0.7539963115842333,0.06913705417725331
testflowers\daisies_00011.jpg,testflowers\bougainvillea_00003.jpg,1.160057740729971,0.10436038842184549
testflowers\daisies_00011.jpg,testflowers\bougainvillea_00004.jpg,0.5843183535233232,0.04955839479253805
testflowers\daisies_00011.jpg,testflowers\bougainvillea_00005.jpg,0.8665479463506834,0.08324579284913121
testflowers\daisies_00011.jpg,testflowers\bougainvillea_00006.jpg,0.8999888560427178,0.13580120253955702
testflowers\daisies_00011.jpg,testflowers\daisies_00008.jpg,1.401916149251755,0.11884279075217324
testflowers\daisies_00011.jpg,testflowers\daisies_00009.jpg,1.288913428567345,0.12173106535494305
testflowers\daisies_00011.jpg,testflowers\daisies_00010.jpg,1.3670107242344756,0.2931642678136685
testflowers\daisies_00011.jpg,testflowers\daisies_00012.jpg,1.0989158613362653,0.0978278338815219
testflowers\daisies_00012.jpg,testflowers\bougainvillea_00002.jpg,1.128681381055209,0.09209427845716416
testflowers\daisies_00012.jpg,testflowers\bougainvillea_00003.jpg,0.887218894675926,0.06703197575308292
testflowers\daisies_00012.jpg,testflowers\bougainvillea_00004.jpg,1.2517027996142938,0.10648653370100095
testflowers\daisies_00012.jpg,testflowers\bougainvillea_00005.jpg,0.9024346354166666,0.06981525293379631
testflowers\daisies_00012.jpg,testflowers\bougainvillea_00006.jpg,0.749289213557543,0.1209270950814078
testflowers\daisies_00012.jpg,testflowers\daisies_00008.jpg,0.692068142361111,0.05764996807236337
testflowers\daisies_00012.jpg,testflowers\daisies_00009.jpg,0.7616962009006076,0.07229974941872665
testflowers\daisies_00012.jpg,testflowers\daisies_00010.jpg,1.1481032986111113,0.28061956570979385
testflowers\daisies_00012.jpg,testflowers\daisies_00011.jpg,1.0989158613362653,0.0978278338815219
